Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
2024,"Kevin Newman","ARI",111,311,3,41,28,8,0.048231511,0.154340836,0.097222223,0.322175732,0.277777777,0.311475409,0.375,0.2984641043371276,0.2718344458652408,89.31052439754703,0.8850627616047859,-3.0903119780403085,6.549614667892456,1.430985341064204,"Kevin Newman",17696,621028
2015,"Chris Iannetta","LAA",92,317,10,28,34,0,0.129337539,0.261829652,0.147058823,0.225274725,0.1875,0.293375394,0.334558823,0.2807374655068675,0.28644145842521423,77.95470528022969,-3.533277567476034,-11.620129667849099,14.737090408802032,1.4303244458281306,"Chris Iannetta",8267,455104
2023,"Taylor Ward","LAA",97,409,14,60,47,4,0.095354523,0.195599022,0.168539326,0.283582089,0.252808988,0.334963325,0.421348314,0.32904749321762683,0.339333955741223,107.8348703089687,-1.7888048863969743,2.050810278257548,-1.6645848751068115,1.4299677312621044,"Taylor Ward",17548,621493
2016,"Darwin Barney","TOR",104,306,4,35,19,2,0.071895424,0.156862745,0.103942652,0.310043668,0.268817204,0.322368421,0.372759856,0.3028413857957318,0.2847230956209228,87.82808404483092,0.3442194233648479,-4.127702604330134,7.736139893531799,1.4291240468518218,"Darwin Barney",2430,446381
2016,"David Dahl","COL",63,237,7,42,24,5,0.063291139,0.248945147,0.184684685,0.403846153,0.315315315,0.358649789,0.5,0.3667974054561889,0.29578467546883275,113.39252962416812,1.7950495961122215,5.704158014426996,0.7417938709259033,1.4291103409649342,"David Dahl",13744,621311
2025,"Evan Carter","TEX",63,220,5,31,25,14,0.086363636,0.186363636,0.144329897,0.29054054,0.24742268,0.336363636,0.391752577,0.32129226128260296,0.31009576527495364,107.27542398827268,2.693131597712636,4.579617496927566,1.813428282737732,1.4288032961151766,"Evan Carter",27790,694497
2020,"Robinson Canó","NYM",49,182,10,23,30,0,0.049450549,0.131868131,0.228070176,0.318840579,0.315789473,0.351648351,0.543859649,0.3764720404345686,0.3525023908246288,142.2320609069566,-0.7511766534298658,9.069403875208673,0.6243966221809387,1.428503478308786,"Robinson Cano",3269,429664
2025,"Javier Báez","DET",126,437,12,55,57,5,0.022883295,0.249427917,0.14148681,0.317725752,0.256594724,0.282110091,0.398081534,0.2933799858213565,0.2696636857657597,86.39152316600318,1.261444529518485,-5.74767603123293,4.667731404304504,1.4283732681803336,"Javier Baez",12979,595879
2022,"Vinnie Pasquantino","KCR",72,298,10,25,26,1,0.117449664,0.114093959,0.15503876,0.305555555,0.294573643,0.382550335,0.449612403,0.365011321775841,0.37381396422515045,135.9328504738303,-2.1107798381708562,9.938893608940628,-5.77734100818634,1.4272981567904843,"Vinnie Pasquantino",27676,686469
2022,"Reese McGuire","- - -",89,274,3,25,22,1,0.04379562,0.204379562,0.100401606,0.331606217,0.269076305,0.307116104,0.369477911,0.2966752000962304,0.26724931809786107,89.27762308580905,-1.487427368760109,-4.79347400450168,9.71128425002098,1.4269427059626008,"Reese McGuire",15674,624512
2019,"Luke Voit","NYY",118,510,21,72,62,0,0.139215686,0.278431372,0.2004662,0.344569288,0.263403263,0.378431372,0.463869463,0.35981298138306833,0.36821710781788264,125.91496437070877,-4.437530439347029,12.454613402541831,-16.226945877075195,1.4249211157615165,"Luke Voit",14811,572228
2018,"Miguel Rojas","MIA",153,528,11,44,53,6,0.045454545,0.130681818,0.094262295,0.27184466,0.25204918,0.297142857,0.346311475,0.2816031625348341,0.2889410727782268,78.84591672050965,-1.8831613366492093,-15.52012728535342,13.19701099395752,1.4241490204288052,"Miguel Rojas",7802,500743
2018,"Todd Frazier","NYM",115,472,18,54,59,9,0.101694915,0.237288135,0.176470588,0.241258741,0.213235294,0.302966101,0.389705882,0.30155247943416524,0.3035818572737213,92.10171988242402,-1.5297930934466422,-6.081393783879063,5.469865560531616,1.4239293570418836,"Todd Frazier",785,453943
2024,"Zack Gelof","OAK",138,547,17,60,49,25,0.069469835,0.34369287,0.150905433,0.296296296,0.211267605,0.270220588,0.362173038,0.2764205327805351,0.27093508669465066,82.200735945859,4.283658906817436,-6.856592186170106,2.48012575507164,1.420501095986472,"Zack Gelof",29766,680869
2015,"Josh Phegley","OAK",73,243,9,27,34,0,0.057613168,0.209876543,0.2,0.28313253,0.248888888,0.300411522,0.448888888,0.3229508574116868,0.2859587789583607,105.73133957955423,-1.0921561350114644,0.519479062237048,4.918203115463257,1.4199893108604196,"Josh Phegley",9308,572033
2021,"Andrew Benintendi","KCR",134,538,17,63,73,8,0.066914498,0.180297397,0.166328601,0.309090909,0.275862068,0.324022346,0.442190669,0.3281785274129118,0.3313606588978119,104.13050150927123,-2.49734103679657,0.22339943866227596,-4.500061631202698,1.4192176113466153,"Andrew Benintendi",17901,643217
2021,"Odúbel Herrera","PHI",124,492,13,59,51,6,0.058943089,0.156504065,0.155555555,0.284931506,0.26,0.310204081,0.415555555,0.31237893676271244,0.3018801324450409,93.45681804123154,-0.406189929228276,-4.504467265716455,2.1456326842308044,1.4191022631578771,"Odubel Herrera",11476,546318
2022,"Sam Haggerty","SEA",83,201,5,29,23,13,0.089552238,0.263681592,0.147727272,0.333333333,0.255681818,0.335,0.40340909,0.3200110433065347,0.28509651222809923,114.9458701651861,2.8745070029981434,6.255035535298939,0.889061689376831,1.4180921596540288,"Sam Haggerty",18054,664059
2016,"Welington Castillo","ARI",113,457,14,41,68,2,0.072210065,0.26477024,0.158653847,0.336842105,0.264423076,0.321663019,0.423076923,0.31908763899151976,0.29821746552471623,91.38648159743374,-2.4001400261186063,-7.248150394038783,6.595743894577026,1.4178583091436603,"Welington Castillo",3256,456078
2019,"Bo Bichette","TOR",46,212,11,32,21,4,0.066037735,0.235849056,0.260204082,0.367647058,0.311224489,0.358490566,0.571428571,0.38417747251267703,0.3331903061776791,142.78468015112935,-1.5758093604817986,10.0169849237335,-3.0894765853881836,1.4174800308907642,"Bo Bichette",19612,666182
2022,"Oscar Gonzalez","CLE",91,382,11,39,43,1,0.039267015,0.196335078,0.165745856,0.345323741,0.29558011,0.32722513,0.461325966,0.3393471330404282,0.3199346835020358,123.49177680506415,-0.4310882887803018,9.667172263834305,-8.268544435501099,1.416360239988252,"Oscar Gonzalez",20970,660757
2018,"Jorge Polanco","MIN",77,333,6,38,42,7,0.075075075,0.186186186,0.139072847,0.344680851,0.28807947,0.345454545,0.427152317,0.335821471972899,0.30081666546103397,111.26196515876879,-1.625188154866919,2.8580526653676817,-0.48567986488342285,1.416100041099897,"Jorge Polanco",13152,593871
2015,"Trayce Thompson","CHW",44,135,5,17,16,1,0.096296296,0.192592592,0.237704918,0.34065934,0.295081967,0.362962962,0.532786885,0.38299696180555554,0.3786989369786772,146.31453987430422,1.1352945719845593,8.370576381345884,0.5478711128234863,1.414858182724939,"Trayce Thompson",9952,572204
2025,"Nolan Schanuel","LAA",132,564,12,64,53,5,0.104609929,0.125886524,0.125,0.286063569,0.264344262,0.352941176,0.389344262,0.32701259369910085,0.32714069833000786,108.6323906181347,-1.220300067216158,4.517993502894384,-10.115281283855438,1.4134142005314212,"Nolan Schanuel",33189,694384
2015,"Ian Desmond","WSN",156,641,19,69,62,13,0.070202808,0.291731669,0.150943397,0.307086614,0.233276157,0.289763779,0.384219554,0.29436703451036467,0.285613330078125,82.85967389875579,5.472824323922396,-7.329296660103433,0.8281731605529785,1.411674035929455,"Ian Desmond",6885,435622
2019,"Tyler Naquin","CLE",89,294,10,34,34,4,0.047619047,0.224489795,0.178832117,0.345,0.288321167,0.325342465,0.467153284,0.33004934500003685,0.32884660248972397,104.89062320350205,1.0312272310256958,2.8689310302511655,1.0138475894927979,1.4097683555745368,"Tyler Naquin",13359,571980
2019,"Garrett Cooper","MIA",107,421,15,52,50,0,0.078384798,0.26128266,0.16535433,0.356589147,0.280839895,0.344418052,0.446194225,0.3365440082663312,0.34508765084402904,110.67541325403481,-1.243190019391477,4.686506342834225,-3.619060516357422,1.4095977351842346,"Garrett Cooper",15279,643265
2025,"Kody Clemens","- - -",119,386,19,46,52,5,0.075129533,0.240932642,0.221264367,0.231092436,0.212643678,0.28125,0.433908045,0.3066799095965552,0.33004545915813344,95.06345515948595,1.5876996517181396,-0.6650057571645771,1.160844525322318,1.409180398245712,"Kody Clemens",20572,665019
2022,"Oneil Cruz","PIT",87,361,17,45,54,10,0.077562326,0.34903047,0.217522659,0.317460317,0.232628398,0.293628808,0.450151057,0.32041797952519524,0.3011234039051619,103.73181252068024,3.3627225938253105,4.927935373694764,-3.917454957962036,1.4088697758411752,"Oneil Cruz",21711,665833
2023,"Harold Ramírez","TBR",122,434,12,58,68,5,0.050691244,0.182027649,0.1475,0.358730158,0.3125,0.352534562,0.46,0.34948756096000494,0.31890209109284157,127.02561949307439,-1.8473743237555027,12.206561487019554,-12.88722276687622,1.4086326752672906,"Harold Ramirez",14387,623912
2022,"Evan Longoria","SFG",89,298,14,31,42,0,0.090604026,0.278523489,0.206766917,0.296511627,0.244360902,0.315436241,0.451127819,0.32990735285990946,0.3244291511741844,114.80187633977327,-2.0305746640078723,3.0942546036520344,0.06991219520568848,1.4076452754458075,"Evan Longoria",9368,446334
2025,"Daylen Lile","WSN",91,351,9,51,41,8,0.059829059,0.159544159,0.199376947,0.335907335,0.29906542,0.346704871,0.498442367,0.360405582411583,0.3466292110760096,132.49464609512847,1.6090826503932476,15.127104173763803,-13.049712657928467,1.407333904379121,"Daylen Lile",29995,695734
2017,"Randal Grichuk","STL",122,442,22,53,59,6,0.058823529,0.300904977,0.235436893,0.293436293,0.237864077,0.285067873,0.47330097,0.3154493137209725,0.3343450436646911,94.61263832492419,1.9174187094904482,-1.1431024929397529,0.09772253036499023,1.4072548043909512,"Randal Grichuk",10243,545341
2022,"Alec Bohm","PHI",152,631,13,79,72,2,0.049128367,0.174326465,0.11774744,0.3192389,0.279863481,0.315372424,0.397610921,0.3097716810211303,0.33302726140097966,98.46152226715449,-2.704088524915278,-3.8319790282090587,-4.454526901245117,1.4070931841491499,"Alec Bohm",21618,664761
2015,"Chris Colabello","TOR",101,360,15,55,54,2,0.061111111,0.266666666,0.198198198,0.410714285,0.321321321,0.366666666,0.519519519,0.38090828210115435,0.335586419984615,142.83312208485992,-1.7901945705525577,16.053573133200796,-14.569616794586182,1.4061349627590003,"Chris Colabello",13051,499624
2018,"Maikel Franco","PHI",131,465,22,48,68,1,0.062365591,0.133333333,0.19630485,0.269886363,0.270207852,0.313978494,0.466512702,0.3282831028819605,0.30368498079069367,104.94723419116461,-1.5608071170281619,1.2478908898449337,-1.8283802270889282,1.4050732985368741,"Maikel Franco",12179,596748
2021,"Christian Yelich","MIL",117,475,9,70,51,9,0.147368421,0.237894736,0.125313283,0.321428571,0.2481203,0.362105263,0.373433583,0.3246129763887284,0.33725193104845413,101.69823981355923,1.1063843572046608,2.133312064975752,-4.06599622964859,1.4046277230547508,"Christian Yelich",11477,592885
2020,"Luke Voit","NYY",56,234,22,41,52,0,0.072649572,0.23076923,0.333333333,0.268115942,0.276995305,0.337606837,0.610328638,0.3933207703451825,0.38871600710112475,153.012607580735,-0.8054158557206392,14.476475253218638,-6.474921703338623,1.4026975415314091,"Luke Voit",14811,572228
2022,"Jose Miranda","MIN",125,483,15,45,66,1,0.057971014,0.188405797,0.157657657,0.30678466,0.268018018,0.325051759,0.425675675,0.32904372476889726,0.31749161842947676,115.65385085169186,-1.4954343191348016,7.012726015763697,-8.959106683731079,1.4008021409300941,"Jose Miranda",20538,669304
2021,"Donovan Solano","SFG",101,344,7,35,31,2,0.072674418,0.168604651,0.123778501,0.321138211,0.280130293,0.344023323,0.403908794,0.3243931351868638,0.33526396541651393,105.4014794754829,-0.5082072829827666,1.8572680122858927,0.5522821545600891,1.3992169341853455,"Donovan Solano",8623,456781
2019,"Tyler Flowers","ATL",85,310,11,36,34,0,0.1,0.338709677,0.184501845,0.324840764,0.228782287,0.319354838,0.413284132,0.30985101018744104,0.28874122048045603,86.78032929546596,-2.4573385501280427,-7.864234282353031,12.353375434875488,1.3976232888454811,"Tyler Flowers",9134,452095
2020,"Miguel Rojas","MIA",40,143,4,20,20,5,0.111888111,0.125874125,0.192,0.330097087,0.304,0.391608391,0.496,0.378680519178404,0.3299441714938596,140.10245345989895,-0.3506722501479089,6.976400081280892,3.4598056077957153,1.3966250792913941,"Miguel Rojas",7802,500743
2025,"Matt McLain","CIN",147,577,15,73,50,18,0.095320623,0.289428076,0.123529411,0.292168674,0.219607843,0.299651567,0.343137254,0.28649665659313,0.28666746008794214,76.96446873414527,3.4068464394658804,-12.346334152482878,6.7973281145095825,1.3963534630703691,"Matt McLain",29695,680574
2023,"Kyle Farmer","MIN",120,369,11,49,46,2,0.062330623,0.23306233,0.151785715,0.311203319,0.25595238,0.31707317,0.407738095,0.3156609995578363,0.31340437350065814,98.98263006844287,-1.3816874390468001,-1.831506487298629,3.2443342208862305,1.3962544009998783,"Kyle Farmer",14813,571657
2018,"Odúbel Herrera","PHI",148,597,22,64,71,5,0.063651591,0.204355108,0.165454546,0.289926289,0.254545454,0.310402684,0.42,0.3148750302964479,0.28537333621913663,95.98838468337667,1.1280495352111757,-1.7959899691225618,-2.9179885387420654,1.3953968282825948,"Odubel Herrera",11476,546318
2023,"Jesús Sánchez","MIA",125,402,14,43,52,3,0.094527363,0.266169154,0.197222223,0.320833333,0.252777777,0.326683291,0.45,0.33395061001181603,0.34871105194091795,107.81116025860973,-0.2895205235108733,3.6005731486897075,-3.2774678468704224,1.395129069089341,"Jesus Sanchez",19913,660821
2015,"Nick Markakis","ATL",156,686,3,73,53,2,0.102040816,0.120991253,0.08006536,0.33776091,0.295751633,0.37026239,0.375816993,0.3268755270816662,0.3051173121363551,106.37987265505255,-1.8862167405895889,3.2134399825824724,-11.286351680755615,1.392387410949233,"Nick Markakis",5930,455976
2021,"Alcides Escobar","WSN",75,349,4,53,28,3,0.048710601,0.160458452,0.115987461,0.33716475,0.288401253,0.340057636,0.404388714,0.32458725648929476,0.3095305779076725,101.52816463415469,-0.1108209032099694,0.568136949403387,1.5762574672698975,1.3894539196239462,"Alcides Escobar",6310,444876
2020,"Kevin Kiermaier","TBR",49,159,3,16,22,8,0.125786163,0.264150943,0.144927536,0.29032258,0.217391304,0.320754716,0.36231884,0.30111440752125995,0.32472057583965835,94.14649993335709,2.338424126151949,1.1918692952227166,8.725992977619171,1.3889131449833045,"Kevin Kiermaier",11038,595281
2025,"Ke'Bryan Hayes","- - -",152,570,5,50,49,12,0.063157894,0.194736842,0.070208729,0.288834951,0.235294117,0.289982425,0.305502846,0.26588957431450694,0.28093554246871866,64.87872475695353,-0.8827822878956795,-24.609591498257096,19.21513080596924,1.3883376502012448,"Ke'Bryan Hayes",18577,663647
2019,"Mallex Smith","SEA",134,566,6,70,37,46,0.074204946,0.249116607,0.107843137,0.302197802,0.22745098,0.29964539,0.335294117,0.2778838928921003,0.2557118003201442,74.36408237143286,9.519072226248682,-9.02603195422602,2.8402431309223175,1.387201437598348,"Mallex Smith",13608,605480
2023,"Johan Rojas","PHI",59,164,2,24,23,14,0.030487804,0.25609756,0.127516779,0.409523809,0.302013422,0.341772151,0.429530201,0.3352182330209998,0.2672085639757988,108.3951127805677,3.2381313764490187,4.943777143510296,3.385913908481598,1.3866289422269793,"Johan Rojas",24336,679032
2019,"Austin Hedges","SDP",102,347,11,28,36,1,0.077809798,0.314121037,0.134615384,0.227979274,0.176282051,0.252173913,0.310897435,0.24235168709392435,0.2648034039665671,48.48748823011882,-2.1895019859075546,-25.772980614240176,28.957809567451477,1.3857103865120046,"Austin Hedges",12976,595978
2016,"Alex Gordon","KCR",128,506,17,62,40,8,0.102766798,0.292490118,0.159550561,0.288256227,0.220224719,0.312252964,0.37977528,0.3026074405692918,0.3233085327148438,86.05688302811586,2.5329167675226927,-5.93787954248295,2.337639331817627,1.3847890532608003,"Alex Gordon",5209,460086
2024,"Jesse Winker","- - -",145,508,14,63,58,14,0.124015748,0.208661417,0.15116279,0.303514376,0.253488372,0.359683794,0.404651162,0.33783508328691364,0.32921015270172604,117.67612396301912,-2.8266476839780807,7.911071334461189,-11.492769360542297,1.3839422503368202,"Jesse Winker",13590,608385
2015,"Jarrod Dyson","KCR",90,225,2,31,18,26,0.062222222,0.164444444,0.13,0.296296296,0.25,0.310502283,0.38,0.30220147463829006,0.27536996357748955,88.05835356714537,6.321733558550477,3.2125164011183127,2.4648544788360596,1.3829991808254416,"Jarrod Dyson",4866,502481
2025,"Mike Tauchman","CHW",93,385,9,44,40,0,0.116883116,0.223376623,0.137313433,0.327800829,0.262686567,0.355844155,0.4,0.3351602622440883,0.3199544946352641,115.16596309928401,-2.3630476631224155,4.518772182240343,-4.2595184445381165,1.382275635843329,"Mike Tauchman",15274,643565
2023,"Ezequiel Duran","TEX",122,439,14,55,46,8,0.052391799,0.273348519,0.167487685,0.357664233,0.275862068,0.324200913,0.443349753,0.3301085409637992,0.31927437858668833,111.1909043645515,-2.5579433389939368,3.3286262557282527,-4.447717785835266,1.381923949741804,"Ezequiel Duran",23733,677649
2022,"Gary Sánchez","MIN",128,471,16,42,61,2,0.08492569,0.288747346,0.171837709,0.257352941,0.205250596,0.282377919,0.377088305,0.29018228410915203,0.3207069234645113,88.21848950345024,-1.217277409043163,-7.461655982071638,5.714010953903198,1.3817887837631537,"Gary Sanchez",11442,596142
2018,"Wil Myers","SDP",83,343,11,39,39,13,0.087463556,0.274052478,0.192307692,0.326923076,0.253205128,0.317784256,0.44551282,0.32759028830026327,0.3432481429156135,107.31213181311578,3.052243141690269,6.114402269842602,-3.1920007467269897,1.3813380667114283,"Wil Myers",10047,571976
2019,"Shin-Soo Choo","TEX",151,660,24,93,61,15,0.118181818,0.25,0.190053286,0.333333333,0.264653641,0.371212121,0.454706927,0.35318923976323374,0.3635760423042075,111.91963124948745,3.0394902462139726,13.094227687676224,-22.73981475830078,1.3813237830189213,"Shin-Soo Choo",3174,425783
2022,"Corbin Carroll","ARI",32,115,4,13,14,2,0.069565217,0.269565217,0.240384616,0.333333333,0.259615384,0.330434782,0.5,0.35757199733153633,0.2925181844960088,130.09458166501372,1.4954290646128356,5.516414656422938,3.662559151649475,1.3787696594358068,"Corbin Carroll",25878,682998
2016,"Matt Wieters","BAL",124,464,17,48,66,1,0.068965517,0.183189655,0.165484634,0.265432098,0.243498817,0.302375809,0.408983451,0.3066728588564571,0.3235747620299622,89.78287233268898,-2.8354018088430166,-8.527346243494657,6.27993106842041,1.3776346807004654,"Matt Wieters",4298,446308
2020,"Dominic Smith","NYM",50,199,10,27,42,0,0.070351758,0.226130653,0.299435029,0.368,0.31638418,0.376884422,0.615819209,0.41183739331499414,0.3923513624403212,165.58506817120465,-0.4092001165263355,16.266402935986715,-7.564493179321289,1.3774047001986232,"Dominic Smith",15653,642086
2022,"Brandon Marsh","- - -",134,461,11,49,52,10,0.060737527,0.342733188,0.139150944,0.360465116,0.245283018,0.294759825,0.384433962,0.2963109346396031,0.28656395676360347,89.50422426833846,1.7989329122938216,-3.569471297266956,1.7201701402664185,1.3772763988385028,"Brandon Marsh",20202,669016
2023,"Alec Bohm","PHI",145,611,20,74,97,4,0.06873977,0.153846153,0.163082437,0.295555555,0.274193548,0.327332242,0.437275985,0.3292119661315543,0.34310172659451843,104.36860650808384,-3.2757908683270216,0.030968529978979475,-7.003378868103027,1.376215966158523,"Alec Bohm",21618,664761
2024,"Lane Thomas","- - -",130,528,15,65,63,32,0.083333333,0.259469696,0.163135593,0.298461538,0.237288135,0.308712121,0.400423728,0.3088420941662291,0.3073699705062374,98.80129304021477,3.989039823412895,3.383000171053884,-7.656508311629295,1.376071282125522,"Lane Thomas",16939,657041
2021,"Gleyber Torres","NYY",127,516,9,50,51,14,0.096899224,0.201550387,0.106753812,0.314285714,0.259259259,0.330739299,0.366013071,0.30672086319263453,0.3310938775539398,95.7018897349501,0.4760738736949861,-2.239297974435297,-1.716073989868164,1.3758638110519263,"Gleyber Torres",16997,650402
2015,"Stephen Piscotty","STL",63,256,7,29,39,2,0.078125,0.21875,0.188841201,0.372093023,0.30472103,0.359375,0.493562231,0.36376451343063293,0.3618780745510244,133.6283122203283,-1.4175913631916046,8.613538516684182,-3.5644947290420532,1.3752924281246561,"Stephen Piscotty",13367,572039
2020,"Cavan Biggio","TOR",59,265,8,41,28,6,0.154716981,0.230188679,0.181818181,0.311258278,0.25,0.375,0.431818181,0.35544497271378833,0.31454008275812323,122.2919842089853,1.8441666667349637,9.121573886010543,-2.297216111328453,1.3709394709652611,"Cavan Biggio",19252,624415
2022,"Lane Thomas","WSN",146,548,17,62,52,8,0.074817518,0.240875912,0.162650602,0.290960451,0.240963855,0.30109489,0.403614457,0.3077249485645851,0.2859344762914321,98.02112813663702,-0.13031858578324318,-1.390243308352591,-4.407381057739258,1.3688871687710853,"Lane Thomas",16939,657041
2022,"Tony Kemp","OAK",147,558,7,61,46,11,0.080645161,0.123655913,0.09859155,0.259433962,0.235412474,0.307414104,0.334004024,0.287487861476367,0.26695140893908514,89.59057391960683,2.863275055307895,-3.6729700201068134,-0.9639409780502319,1.367555469840503,"Tony Kemp",14894,643393
2023,"Kyle Higashioka","NYY",92,260,10,24,34,0,0.053846153,0.284615384,0.17768595,0.291925465,0.23553719,0.274131274,0.41322314,0.2932770095736824,0.3091491934875724,85.3810051252692,-0.47961242496967316,-5.033931354668051,9.86811876296997,1.366596166796938,"Kyle Higashioka",5517,543309
2024,"Ben Rortvedt","TBR",112,328,3,27,31,1,0.103658536,0.268292682,0.075862069,0.316582914,0.227586206,0.31707317,0.303448275,0.283089577061374,0.26749148690627395,86.97182020926962,-1.0650296062231064,-5.954515464261594,8.304723381996155,1.3655350645553705,"Ben Rortvedt",20287,666163
2025,"Michael Harris II","ATL",160,641,20,55,86,20,0.024960998,0.199687987,0.160392798,0.280851063,0.248772504,0.268445839,0.409165302,0.28865430508769535,0.3144595028850182,82.851702365906,2.0782668106257915,-10.949598142537658,2.9685784578323364,1.3653816156324283,"Michael Harris II",25931,671739
2022,"Tomás Nido","NYM",98,313,3,31,28,0,0.044728434,0.242811501,0.084507042,0.314009661,0.239436619,0.275747508,0.323943661,0.2647618869214359,0.2838854217529297,71.81312719050523,-5.257547482382506,-15.507871625290818,17.734419107437134,1.363330499531774,"Tomas Nido",13755,621512
2016,"Brad Miller","TBR",152,601,30,73,81,6,0.078202995,0.247920133,0.239051095,0.27688172,0.242700729,0.304492512,0.481751824,0.33316651586684926,0.32221390896995594,111.10242666773303,0.3164443685673177,8.327804160904499,-15.375799655914307,1.3613130046062887,"Brad Miller",12775,543543
2015,"Ryan Raburn","CLE",82,201,8,22,29,0,0.11442786,0.218905472,0.242774567,0.360655737,0.300578034,0.393034825,0.543352601,0.3970125305532205,0.36981917637858897,152.78355219006033,0.40000075986608863,12.677191414155079,-6.421728253364563,1.3611175559240771,"Ryan Raburn",2218,430605
2025,"Joey Ortiz","MIL",149,506,7,62,45,14,0.053359683,0.146245059,0.087234042,0.259640102,0.229787234,0.276,0.317021276,0.2631502192020416,0.27295026261082117,66.60611864537773,2.543759435415268,-17.48304341116786,13.932437896728516,1.359133525582871,"Joey Ortiz",25493,687401
2025,"Matt Wallner","MIN",104,392,22,47,40,4,0.117346938,0.290816326,0.261904762,0.227722772,0.202380952,0.311224489,0.464285714,0.33423137467126457,0.3245886878284347,114.02534523103958,-0.8721600528806448,5.607798111525472,-5.815954804420471,1.3591037125868919,"Matt Wallner",26466,670242
2020,"Kole Calhoun","ARI",54,228,16,35,40,1,0.122807017,0.219298245,0.3,0.2109375,0.226315789,0.337719298,0.526315789,0.3624195174167031,0.3794416300455729,125.26765526827299,0.10133111290633678,7.462101796281628,-1.8995751738548279,1.3577889382008732,"Kole Calhoun",11200,594777
2019,"Andrew Benintendi","BOS",138,615,13,72,68,10,0.095934959,0.227642276,0.164510166,0.333333333,0.266173752,0.343137254,0.430683918,0.329596451866256,0.33806648816297563,100.3160453366691,1.3422682946547866,1.5906893950018341,-9.8558030128479,1.3573484667584645,"Andrew Benintendi",17901,643217
2017,"Cameron Maybin","- - -",114,450,10,63,35,33,0.113333333,0.208888888,0.136708861,0.273972602,0.227848101,0.318485523,0.364556962,0.3001968525350094,0.30126622891049354,87.09623438636085,5.733583706431091,-1.4307176090333602,0.18574094772338867,1.357342270240195,"Cameron Maybin",5223,457727
2020,"David Fletcher","LAA",49,230,3,31,18,2,0.086956521,0.108695652,0.106280193,0.348066298,0.318840579,0.375545851,0.425120772,0.34993536920006096,0.31605772992929515,120.67507069211905,-0.8574803983792663,5.000621419704448,0.46885156631469727,1.355903734736425,"David Fletcher",17992,664058
2024,"Yasmani Grandal","PIT",72,243,9,26,27,1,0.098765432,0.189300411,0.172093024,0.248447204,0.227906976,0.304166666,0.4,0.3082559163371722,0.32511310577392577,95.01867221816315,-1.0575780272483826,-2.5050583818682957,7.501861572265625,1.3550073261009676,"Yasmani Grandal",11368,518735
2024,"Rob Refsnyder","BOS",93,307,11,32,40,2,0.091205211,0.254071661,0.1875,0.358695652,0.283088235,0.359477124,0.470588235,0.35831892098251145,0.3262784347282385,131.76174300797626,-1.205565020442009,9.951457515284805,-7.0299012660980225,1.3526553380865725,"Rob Refsnyder",13770,608701
2018,"Jason Kipnis","CLE",147,601,18,65,75,7,0.09983361,0.186356073,0.158490566,0.258064516,0.230188679,0.315,0.388679245,0.3084225857596167,0.31791447044437765,90.61926329654383,1.0394191562663764,-5.700350801513592,-1.7072772979736328,1.352495239470613,"Jason Kipnis",9776,543401
2022,"Daniel Vogelbach","- - -",130,461,18,47,59,0,0.158351409,0.247288503,0.194300519,0.290196078,0.238341968,0.360086767,0.432642487,0.34905099518158855,0.3498406972427035,125.75605520465449,-3.687153489328921,10.108003226346566,-13.080075800418854,1.351595145024059,"Daniel Vogelbach",14130,596129
2022,"C.J. Cron","COL",150,632,29,79,102,0,0.068037974,0.25949367,0.210434782,0.30749354,0.257391304,0.315372424,0.467826086,0.33478003158569336,0.3202183307745518,102.96996569277681,-0.49764754390344024,1.683147626871289,-10.541218042373657,1.3506897812768541,"C.J. Cron",12546,543068
2020,"Clint Frazier","NYY",39,160,8,24,26,3,0.15625,0.275,0.244274809,0.3375,0.267175572,0.39375,0.511450381,0.3882862955331802,0.3631225347518921,149.564661924487,-0.0697798803448677,9.69976219134254,-0.20480704307556152,1.3504513965795597,"Clint Frazier",15983,640449
2025,"Lenyn Sosa","CHW",140,544,22,57,75,2,0.033088235,0.233455882,0.16988417,0.309139784,0.264478764,0.292817679,0.434362934,0.3125737317139712,0.3255196111259531,99.60694748581646,-0.5158889219164848,-0.7679014048179864,-4.75922966003418,1.350163501030425,"Lenyn Sosa",22896,672820
2025,"Miguel Vargas","CHW",138,569,16,80,60,6,0.098418277,0.175746924,0.166666666,0.260869565,0.234126984,0.316344463,0.40079365,0.31439264566491903,0.3149728372063435,100.85992923636091,-0.056938376277685165,0.5197584426532015,-6.912269830703735,1.34966002584563,"Miguel Vargas",20178,678246
2025,"Gavin Sheets","SDP",145,545,19,57,71,2,0.080733944,0.196330275,0.176829268,0.283783783,0.25203252,0.317431192,0.428861788,0.3230827439795522,0.33920262748464886,110.64586228243091,-1.557720072567463,5.318844916528843,-10.286880776286125,1.3468671906296488,"Gavin Sheets",19901,657757
2025,"Chase Meidroth","CHW",122,505,5,54,23,14,0.08910891,0.142574257,0.066666667,0.29144385,0.253333333,0.328685258,0.32,0.2935514285032493,0.29700021362304685,86.50319468655016,-1.0817248653620481,-9.115042448329492,4.894407510757446,1.346498616762121,"Chase Meidroth",31580,805367
