Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Pedro Pagés","STL",68,218,7,19,27,2,0.059633027,0.266055045,0.138613861,0.294964028,0.237623762,0.28110599,0.376237623,0.2856715068839113,0.27897070951240005,83.7736898335252,-0.3877561017870903,-4.6177286731068445,1.9601045846939087,0.47816384666893297,"Pedro Pages",25782,686780
"Elias Díaz","- - -",96,351,6,27,39,0,0.056980056,0.196581196,0.116923077,0.317460317,0.264615384,0.313390313,0.381538461,0.30250530973888057,0.27974965318135636,80.76345030590231,-2.9053362775593996,-10.979463339898373,3.861881185323,0.4767272622846753,"Elias Diaz",11680,553869
"Will Brennan","CLE",114,353,8,37,30,4,0.053824362,0.135977337,0.124242424,0.287272727,0.263636363,0.308781869,0.387878787,0.30253500952000634,0.30244674030532187,98.00930298881285,-0.42294660210609436,-1.2270010841525543,-5.975210070610046,0.4645630118070675,"Will Brennan",25660,686823
"David Peralta","SDP",91,260,8,35,28,2,0.084615384,0.207692307,0.148305085,0.316091954,0.266949152,0.334615384,0.415254237,0.32920125952133766,0.31287410442645736,114.63302103068335,-0.5910419523715973,3.9585100043803214,-8.179447650909424,0.46171187451479495,"David Peralta",2136,444482
"Whit Merrifield","- - -",95,335,4,44,15,17,0.104477611,0.15522388,0.092150171,0.257383966,0.221843003,0.311178247,0.313993174,0.2832089419451365,0.2932108553444467,79.07661072376965,3.0577908530831337,-5.324025217891357,-1.4817823767662048,0.45368720135280594,"Whit Merrifield",11281,593160
"Miguel Andujar","OAK",75,319,4,31,30,3,0.040752351,0.131661442,0.092715232,0.319066147,0.284768211,0.319749216,0.377483443,0.3057821045474946,0.2815275281947982,102.85426513893357,-2.0607190653681755,-1.0189040712251656,-5.352062225341797,0.434023155963166,"Miguel Andujar",15878,609280
"Michael A. Taylor","PIT",113,300,5,35,21,12,0.076666666,0.35,0.096654275,0.288343558,0.19330855,0.253378378,0.289962825,0.24189622176660075,0.26962544966717156,50.354049070646624,2.607003480195999,-15.203097128386919,9.263108491897583,0.4222707652851593,"Michael A. Taylor",11489,572191
"Jared Triolo","PIT",125,446,9,41,46,8,0.094170403,0.264573991,0.098984772,0.279411764,0.21573604,0.295964125,0.314720812,0.2745213358926132,0.2915336351716117,72.31298720339208,0.004920899868011475,-14.761398038242483,3.8294931650161743,0.4107767853774802,"Jared Triolo",25807,669707
"Thairo Estrada","SFG",96,381,9,43,47,2,0.026246719,0.199475065,0.126373626,0.24911032,0.217032967,0.24671916,0.343406593,0.25634105749956265,0.2625691263299239,64.27305540880529,0.13248997926712036,-16.144801349286965,7.2420207262039185,0.39592994813822746,"Thairo Estrada",16426,642731
"Juan Yepez","WSN",62,249,6,32,26,2,0.072289156,0.168674698,0.146017699,0.320441988,0.28318584,0.334677419,0.429203539,0.33125993657496666,0.29661200298526424,112.36984670688723,-1.555661901831627,2.127535106137975,-6.684082984924316,0.389073703835072,"Juan Yepez",18400,660766
"Michael Toglia","COL",116,458,25,62,55,10,0.11790393,0.320960698,0.238095238,0.269565217,0.218045112,0.3107221,0.45614035,0.3292400415127094,0.3594336383110654,97.59381927524072,1.077167585492134,-0.24064911151175128,-11.377235651016235,0.38135991208535225,"Michael Toglia",25845,669911
"Gary Sánchez","MIL",89,280,11,30,37,0,0.096428571,0.271428571,0.171428571,0.267080745,0.220408163,0.307142857,0.391836734,0.3070861337440354,0.30916249411446706,96.81996823521422,-1.31215188652277,-2.3769095482286406,-3.3579453825950623,0.3744072216390809,"Gary Sanchez",11442,596142
"Tyler Freeman","CLE",118,383,7,48,32,11,0.073107049,0.138381201,0.112121212,0.227106227,0.209090909,0.305263157,0.321212121,0.28292879375744623,0.3019477220198095,84.21789042984936,-0.32408998161554337,-7.240320112451661,-1.8515040874481201,0.3721041880564146,"Tyler Freeman",22532,671289
"Davis Schneider","TOR",135,454,13,48,46,6,0.103524229,0.317180616,0.151133501,0.257142857,0.191435768,0.281938325,0.342569269,0.2774735540808035,0.2914092477443999,79.788188020766,-0.4352784529328346,-10.934732322761672,-0.6010487079620361,0.3627453625535085,"Davis Schneider",23565,676914
"Emmanuel Rivera","- - -",124,302,5,24,29,2,0.086092715,0.228476821,0.105660377,0.295918367,0.237735849,0.312292358,0.343396226,0.29128454808776955,0.31769888741629465,86.33532009663045,-0.7970292009413242,-5.975820969483696,-0.9178402662510052,0.3285465507961746,"Emmanuel Rivera",19890,656896
"Jorge Polanco","SEA",118,469,16,43,45,4,0.098081023,0.292110874,0.141486811,0.27443609,0.213429256,0.296375266,0.354916067,0.2870646742024647,0.3087470926264281,92.57985517143483,-1.5420636758208275,-5.523968104531539,-6.91486382484436,0.32082837671376396,"Jorge Polanco",13152,593871
"Nolan Gorman","STL",107,402,19,42,50,6,0.084577114,0.37562189,0.197260274,0.279187817,0.202739726,0.271144278,0.4,0.290496850846117,0.30488316815598565,87.02147707883658,-0.694582536816597,-6.93354835035427,-3.4517747163772583,0.31531808192205596,"Nolan Gorman",22263,669357
"Tyler Soderstrom","OAK",61,213,9,18,26,0,0.093896713,0.248826291,0.195767196,0.2734375,0.232804232,0.31455399,0.428571428,0.3221122113601217,0.3480805091138156,114.3411957589133,-2.0901390984654427,1.4050491766396007,-5.573048390448093,0.2986809658577329,"Tyler Soderstrom",27467,691016
"Daniel Schneemann","CLE",73,221,5,17,22,3,0.113122171,0.316742081,0.150259067,0.305785123,0.21761658,0.30316742,0.367875647,0.2952188630988695,0.27661662727459524,92.86297618829073,-2.7883774042129517,-4.593118994562114,0.13963061571121216,0.296581925430263,"Daniel Schneemann",25180,682177
"Bo Bichette","TOR",81,336,4,29,31,5,0.059523809,0.19047619,0.096463023,0.269387755,0.225080385,0.276785714,0.321543408,0.2636339559483884,0.29914521738841815,70.05313206678242,-0.4037730023264885,-11.916979446804321,3.5876857712864876,0.28996601924138005,"Bo Bichette",19612,666182
"TJ Friedl","CIN",85,341,13,35,55,9,0.076246334,0.152492668,0.154882155,0.228813559,0.225589225,0.309734513,0.38047138,0.30498200567071065,0.29237487612391366,89.87473704885883,1.9854294061660767,-2.1433527958799736,-6.714115142822266,0.262511165244516,"TJ Friedl",19522,670770
"Stuart Fairchild","CIN",94,233,8,33,30,13,0.072961373,0.257510729,0.153110048,0.26056338,0.215311004,0.285714285,0.368421052,0.28830328493407276,0.29272924031753206,78.64881473102221,1.1338135302066803,-4.815121068879278,-0.5344559848308563,0.25193202152931865,"Stuart Fairchild",20321,656413
"Nick Castellanos","PHI",162,659,23,80,86,6,0.062215477,0.210925644,0.176567657,0.293721973,0.254125412,0.311077389,0.430693069,0.32075803446806006,0.33256378408218124,103.70135739075258,-3.847552075982094,-0.9307448976260551,-18.74859094619751,0.24273688187273923,"Nick Castellanos",11737,592206
"Romy Gonzalez","BOS",89,216,6,25,29,11,0.055555555,0.268518518,0.150753769,0.338129496,0.266331658,0.305555555,0.417085427,0.31094158440828323,0.313142423276548,98.43555693754746,-0.3043101504445076,-0.6909611348749642,-4.206324964761734,0.23363148420663093,"Romy Gonzalez",21562,663853
"Kevin Kiermaier","- - -",116,281,5,31,26,6,0.042704626,0.306049822,0.115830116,0.272189349,0.196911196,0.237226277,0.312741312,0.2408609912343269,0.2329741085276884,53.539053134534726,-0.09012820571660995,-15.173716402705967,8.093621671199799,0.23257688712172048,"Kevin Kiermaier",11038,595281
"Amed Rosario","- - -",103,346,3,29,32,13,0.02601156,0.210982658,0.099397591,0.350194552,0.280120481,0.306358381,0.379518072,0.2989004953748229,0.2796038940462763,96.36473905559566,0.6957506909966469,-1.0354339719719738,-8.343026459217072,0.21791998096649387,"Amed Rosario",15518,642708
"Dominic Smith","- - -",93,307,6,33,34,1,0.091205211,0.247557003,0.145454546,0.300518134,0.232727272,0.312703583,0.378181818,0.30558141900972746,0.3024001074772255,94.41289142676915,-1.8804052919149399,-3.914520103691853,-4.272737145423889,0.2062108504620358,"Dominic Smith",15653,642086
"Rhys Hoskins","MIL",131,517,26,59,82,3,0.102514506,0.28820116,0.204899777,0.25,0.213808463,0.302912621,0.41870824,0.31343205418104325,0.3011909811413242,101.09120767772927,-3.3119177147746086,-2.637297670947677,-12.71459674835205,0.19941526921298003,"Rhys Hoskins",16472,656555
"Ezequiel Duran","TEX",92,285,3,26,20,1,0.049122807,0.221052631,0.074626866,0.310344827,0.246268656,0.287719298,0.320895522,0.26977162068350274,0.25058480383644643,75.18809426861371,-0.9120595902204514,-9.003215874649976,1.3848426342010498,0.1888048613983771,"Ezequiel Duran",23733,677649
"Austin Hays","- - -",85,255,5,26,20,2,0.035294117,0.231372549,0.140425532,0.317919075,0.255319148,0.303149606,0.39574468,0.3032646808228474,0.28658564885457355,96.78422286664988,-0.11950839310884476,-1.1253910977655617,-5.73948872089386,0.1662686544278401,"Austin Hays",19363,669720
"James McCann","BAL",66,233,8,27,31,1,0.055793991,0.240343347,0.154205608,0.272727272,0.233644859,0.278969957,0.387850467,0.2883366561242951,0.3133769840389103,88.28685932815415,-1.4992028921842575,-4.621936141879719,-1.5665862560272217,0.15846999972540243,"James McCann",12859,543510
"Mickey Moniak","LAA",124,418,14,48,49,8,0.050239234,0.272727272,0.160714285,0.271698113,0.219387755,0.265550239,0.38010204,0.28058166652204886,0.2825695925193439,80.15742967875556,-1.3043626695871353,-10.79465996053484,-1.8346368968486786,0.12657418508909607,"Mickey Moniak",19956,666160
"Jo Adell","LAA",130,451,20,54,62,15,0.077605321,0.279379157,0.195061728,0.244274809,0.207407407,0.28,0.402469135,0.2959931448998058,0.31210942974005046,90.99817829772509,-3.0510436445474625,-7.6963306952460995,-6.089205026626587,0.12012619378857692,"Jo Adell",20220,666176
"Ke'Bryan Hayes","PIT",96,396,4,38,25,11,0.058080808,0.189393939,0.057534246,0.279310344,0.232876712,0.282828282,0.290410958,0.25572980929024614,0.27859198106760896,59.66500171321371,0.420075386762619,-18.680150927668308,6.498446583747864,0.10907711603234616,"Ke'Bryan Hayes",18577,663647
"Cavan Biggio","- - -",78,224,5,27,19,2,0.107142857,0.321428571,0.106382979,0.288288288,0.19680851,0.313636363,0.303191489,0.2846688582138582,0.2561212745579806,83.50099728851276,0.42514578253030777,-3.898702440791279,-2.5282726231962442,0.10575552185547325,"Cavan Biggio",19252,624415
"Hunter Renfroe","KCR",120,424,15,44,52,1,0.08490566,0.198113207,0.163636364,0.2543554,0.228571428,0.297169811,0.392207792,0.3020456982952244,0.29133514188370613,93.38071866799376,-3.641756184399128,-6.853066717495359,-6.211897015571594,0.10211872358205687,"Hunter Renfroe",15464,592669
"Lenyn Sosa","CHW",100,369,8,28,35,3,0.032520325,0.208672086,0.105413105,0.303370786,0.253561253,0.283378746,0.358974358,0.27978696946889325,0.3158384140223673,80.53759119167991,-0.7239575386047363,-8.941246594346161,-2.356761932373047,0.09632962310192972,"Lenyn Sosa",22896,672820
"Jake Bauers","MIL",117,346,12,45,43,13,0.112716763,0.341040462,0.162251656,0.279069767,0.198675496,0.300578034,0.360927152,0.2941344585971556,0.3019911171733469,88.10260307390767,1.0600566416978836,-3.8624842681187026,-6.866412952542305,0.08649651967809469,"Jake Bauers",15194,641343
"Spencer Torkelson","DET",92,381,10,45,37,0,0.086614173,0.275590551,0.15497076,0.285087719,0.219298245,0.294736842,0.374269005,0.29464481692565114,0.2823094161099227,90.99546164756588,-1.2334569096565247,-5.158930277229727,-6.706305652856827,0.07882611326229272,"Spencer Torkelson",27465,679529
"Joey Loperfido","- - -",81,262,4,24,25,4,0.04961832,0.362595419,0.135802469,0.331034482,0.213991769,0.264367816,0.349794238,0.26834626718499194,0.2539519971357908,73.41310217147075,-0.43206387758255005,-8.4023619848983,0.2830272316932678,0.05833300071579081,"Joey Loperfido",29630,694388
"Charlie Blackmon","COL",124,499,12,59,52,6,0.086172344,0.172344689,0.155902005,0.292613636,0.256124721,0.328657314,0.412026726,0.32288467776127744,0.3046108338891006,93.31622383481536,-0.4841767027974129,-4.47243913143424,-11.920775055885315,0.029725769471509622,"Charlie Blackmon",7859,453568
"Santiago Espinal","CIN",118,391,9,32,45,11,0.061381074,0.138107416,0.109243697,0.265100671,0.246498599,0.294573643,0.355742296,0.28462399411077943,0.28831709234208025,76.17239980572825,0.8776736706495285,-10.26317682315055,-2.5310302823781967,0.028556899690301438,"Santiago Espinal",19997,669289
"Ildemaro Vargas","WSN",97,303,1,21,30,9,0.06270627,0.102310231,0.069852941,0.269387755,0.246323529,0.295302013,0.31617647,0.27094010958735576,0.2799962104771675,71.77046845236738,-0.7414342686533928,-10.969831458367198,0.9808212220668793,0.014454400461559894,"Ildemaro Vargas",13324,545121
"Willie Calhoun","LAA",68,254,5,26,20,0,0.090551181,0.122047244,0.135371179,0.262886597,0.244541484,0.314960629,0.379912663,0.3045855199866615,0.30486985157600976,97.04223040442868,-1.8013168424367905,-2.660931207282367,-6.011641204357147,-0.026189760929305028,"Willie Calhoun",17838,641432
"Edouard Julien","MIN",94,301,8,36,21,6,0.109634551,0.338870431,0.12406015,0.288461538,0.19924812,0.292358803,0.32330827,0.2777747092056908,0.2853352610270182,78.61147730189563,-0.24010954052209854,-7.60646873592648,-2.689369559288025,-0.03294638578713914,"Edouard Julien",27534,666397
"Jackson Holliday","BAL",60,208,5,28,23,4,0.072115384,0.331730769,0.121052631,0.264957264,0.189473684,0.254807692,0.310526315,0.25127773388073993,0.25812187561622035,62.21885661712603,0.7974837273359299,-8.194262457450083,0.8395605087280273,-0.04755047769832321,"Jackson Holliday",31781,702616
"Tommy Pham","- - -",116,478,9,49,39,7,0.073221757,0.221757322,0.120454546,0.306748466,0.247727272,0.30543933,0.368181818,0.29656240730604866,0.31895591927774297,91.57660423101687,-3.167220413684845,-7.836854718581826,-8.63837730884552,-0.0629799811154545,"Tommy Pham",2967,502054
"Jonah Heim","TEX",131,491,13,45,59,1,0.052953156,0.183299389,0.11546841,0.245810055,0.220043572,0.266802443,0.335511982,0.2652030060344704,0.2771330230090083,71.97443742576449,-2.870529927313328,-18.615485470271754,1.7308753728866577,-0.06301100973691254,"Jonah Heim",16930,641680
"Anthony Rendon","LAA",57,238,0,21,14,6,0.096638655,0.147058823,0.04854369,0.257142857,0.218446601,0.306722689,0.266990291,0.2640979117205163,0.285890184877291,68.56241992563189,1.178494356572628,-7.382647100424727,-1.1678558513522148,-0.06835396898246784,"Anthony Rendon",12861,543685
"Josh Bell","- - -",145,603,19,62,71,0,0.084577114,0.199004975,0.156133829,0.286069651,0.249070631,0.319397993,0.40520446,0.31676103881056383,0.30693890350033537,101.48972844108862,-4.0830953270196915,-3.0088939477258982,-17.8531277179718,-0.07274622830666266,"Josh Bell",13145,605137
"Jon Singleton","HOU",119,405,13,46,42,0,0.116049382,0.274074074,0.152112676,0.299145299,0.233802816,0.320987654,0.385915492,0.31187060688748774,0.31103265729198976,103.95487914254254,-3.949061043560505,-2.116350632342744,-12.360448360443115,-0.1087332934474945,"Jon Singleton",10441,572138
"Andrew Vaughn","CHW",149,619,19,55,70,2,0.061389337,0.213247172,0.15614035,0.285377358,0.245614035,0.297253634,0.401754385,0.3037608829183994,0.32001478077910095,97.40133149930215,-2.466633126139641,-4.307181086516193,-17.534156799316406,-0.13676048415185793,"Andrew Vaughn",26197,683734
"Andrew Benintendi","CHW",135,522,20,50,64,3,0.078544061,0.183908045,0.167714885,0.244505494,0.22851153,0.28927203,0.396226415,0.29789751367697104,0.30277005709134613,93.27691783511646,-1.8923116028308868,-5.907856900046426,-12.740214347839355,-0.1390179481814055,"Andrew Benintendi",17901,643217
"Adolis García","TEX",154,637,25,68,85,11,0.070643642,0.277864992,0.175862069,0.2734375,0.224137931,0.284144427,0.4,0.2958071366069824,0.30619366763142003,93.50200785778486,-0.7074820473790169,-5.4436186658661665,-17.0233793258667,-0.13975956657284938,"Adolis Garcia",19287,666969
"Taylor Walls","TBR",84,252,1,27,14,16,0.123015873,0.265873015,0.064220184,0.25490196,0.183486238,0.281746031,0.247706422,0.24518908820455038,0.25243277776808964,60.31184235627667,1.2059760317206383,-10.237740387275664,0.30701684951782227,-0.16297516080233038,"Taylor Walls",22458,670764
"Austin Slater","- - -",84,212,2,24,18,3,0.122641509,0.283018867,0.056497175,0.294117647,0.209039548,0.320754716,0.265536723,0.2734358378176419,0.3032045566810752,76.20326407470345,-0.7587254932150245,-6.796347588033074,-1.990692138671875,-0.17789463446990417,"Austin Slater",16153,596103
"Anthony Rizzo","NYY",92,375,8,38,35,0,0.072,0.173333333,0.106824926,0.259398496,0.228486646,0.301333333,0.335311572,0.2847893614768982,0.29653936767578126,85.46921335986151,-2.7975395545363426,-9.032389432543091,-5.234860420227051,-0.18978765537916764,"Anthony Rizzo",3473,519203
"Joey Gallo","WSN",76,260,10,24,27,3,0.123076923,0.392307692,0.174887892,0.232142857,0.161434977,0.276923076,0.336322869,0.27580061348584983,0.2838178656736396,75.04192074487909,-0.9358808174729347,-8.695596195029683,-1.8367104530334473,-0.1901119865505841,"Joey Gallo",14128,608336
"Manuel Margot","MIN",129,343,4,37,31,5,0.061224489,0.157434402,0.098412698,0.273076923,0.238095238,0.289473684,0.336507936,0.2762483206757328,0.30769213508157167,77.53778443852727,0.9031333848834038,-7.912475584697349,-5.476167678833008,-0.20858969108154785,"Manuel Margot",14712,622534
"Austin Martin","MIN",93,257,1,41,16,7,0.077821011,0.182879377,0.098712446,0.313513513,0.253218884,0.317647058,0.35193133,0.2973696701666888,0.2966980578852635,92.39497300359855,0.9606008157134056,-1.2757477268147834,-9.40246319770813,-0.22305794077757823,"Austin Martin",27462,668885
"Chas McCormick","HOU",94,267,5,32,27,8,0.063670411,0.269662921,0.095041322,0.273809523,0.210743801,0.270676691,0.305785123,0.25694491854287627,0.2845601246769267,65.31902828691172,-0.5255087912082672,-11.120683589242436,0.0695943832397461,-0.22733592265136687,"Chas McCormick",19599,676801
"MJ Melendez","KCR",135,451,17,44,44,4,0.077605321,0.250554323,0.194174757,0.241134751,0.206310679,0.273333333,0.400485436,0.29195600084313306,0.3169933727809361,86.28341943176704,-1.2005187198519707,-8.278803116150854,-8.993175029754639,-0.23994566410197632,"MJ Melendez",22197,669004
"Travis Jankowski","TEX",104,207,1,19,12,11,0.057971014,0.212560386,0.042105263,0.255172413,0.2,0.265700483,0.242105263,0.2338507886670062,0.24140353364069106,49.9206474649965,1.7837383076548576,-10.077626361201254,0.8404300212860107,-0.24539342842634887,"Travis Jankowski",13768,608671
"Jeimer Candelario","CIN",112,463,20,47,56,4,0.058315334,0.246220302,0.203747073,0.256756756,0.224824355,0.27861771,0.428571428,0.30352834692765107,0.2803461236188313,88.89632507207074,-0.8094880357384682,-6.957136338760577,-11.01700496673584,-0.25783751058886506,"Jeimer Candelario",13621,600869
"Vidal Bruján","MIA",102,278,2,32,16,5,0.089928057,0.194244604,0.096774194,0.276041666,0.221774193,0.303249097,0.318548387,0.2755701622388659,0.26222215030656193,73.55122926607751,-1.034246675670147,-9.826730384920316,-2.3432165384292603,-0.2970993977365748,"Vidal Brujan",20536,660644
"Keibert Ruiz","WSN",127,485,13,46,57,3,0.03298969,0.111340206,0.130718955,0.231738035,0.228758169,0.259793814,0.359477124,0.26848829947796066,0.27854764954117706,70.12023218660302,-1.1406339257955551,-18.46990284995279,-0.710491418838501,-0.3064623622138407,"Keibert Ruiz",19610,660688
"Jake Cave","COL",123,346,7,42,37,5,0.052023121,0.283236994,0.145510836,0.334841628,0.250773993,0.289855072,0.396284829,0.2951570868838665,0.277068467168083,74.6536545547378,0.5019434168934822,-9.985091952584288,-4.746541202068329,-0.3268969597216028,"Jake Cave",14477,595909
"Addison Barger","TOR",69,225,7,20,28,2,0.062222222,0.266666666,0.153846154,0.239436619,0.197115384,0.25,0.350961538,0.2624712219195707,0.29121632618947074,69.23524120594674,0.5355256348848343,-7.384774512561917,-3.29325133562088,-0.3325813559527774,"Addison Barger",24598,680718
"Seth Brown","OAK",124,400,14,32,44,4,0.0625,0.28,0.147849463,0.291497975,0.231182795,0.2825,0.379032258,0.28913666382431985,0.29394150736337915,91.145522206631,-0.6489865221083164,-4.701538107979814,-11.90431547164917,-0.34573323756874375,"Seth Brown",18171,664913
"Korey Lee","CHW",125,394,12,36,37,6,0.043147208,0.30964467,0.137931035,0.275720164,0.209549071,0.243654822,0.347480106,0.25713620890820693,0.25516605377197266,64.60458364703916,0.913836307823658,-15.043075856943076,-1.667417824268341,-0.3770794539538388,"Korey Lee",25543,686676
"Mitch Garver","SEA",114,430,15,37,51,0,0.123255813,0.309302325,0.16893733,0.216216216,0.171662125,0.286046511,0.340599455,0.28132105885550035,0.2853433391153118,88.5396788421891,-2.0237918868660927,-7.662386228508003,-10.338100254535675,-0.38707163609155504,"Mitch Garver",15161,641598
"Rowdy Tellez","PIT",132,421,13,38,56,1,0.073634204,0.211401425,0.148825065,0.279720279,0.242819843,0.29928741,0.391644908,0.3009369958041683,0.30183915637788317,90.09253701563298,-2.3440108224749565,-7.331774160230385,-10.949063539505005,-0.43451592061940714,"Rowdy Tellez",15679,642133
"Tyler Nevin","OAK",87,278,7,22,20,1,0.089928057,0.230215827,0.126530612,0.242937853,0.204081632,0.287769784,0.330612244,0.2763216570555735,0.2961972045898438,82.13118474171405,-0.6672750934958458,-6.351171606111748,-7.211065053939819,-0.4490262858693811,"Tyler Nevin",17893,663527
"DJ LeMahieu","NYY",67,228,2,19,26,0,0.083333333,0.153508771,0.054726368,0.229411764,0.203980099,0.268722466,0.258706467,0.23860481394545097,0.29949198315322134,52.98205946086362,-2.192848280072212,-14.45887924738918,2.413247585296631,-0.46355496724866774,"DJ LeMahieu",9874,518934
"Luis Campusano","SDP",91,299,8,37,40,0,0.066889632,0.137123745,0.133574007,0.240174672,0.227436823,0.280936454,0.36101083,0.28173693944777933,0.288568387529264,82.68628012481527,-0.5271564535796642,-6.717615564338644,-7.787600994110107,-0.4657789922430313,"Luis Campusano",22217,669134
"Nelson Velázquez","KCR",64,230,8,31,27,2,0.082608695,0.265217391,0.165853658,0.237410071,0.2,0.273913043,0.365853658,0.2801629683245783,0.3044567937436311,77.98795952485108,0.49335049092769623,-5.299519024371789,-6.893674850463867,-0.47194844946367426,"Nelson Velazquez",23359,676369
"Mitch Haniger","SEA",121,423,12,42,44,0,0.094562647,0.29787234,0.12631579,0.275720164,0.207894736,0.286052009,0.334210526,0.27694654563358206,0.2921294442850267,85.46255690704633,-1.580434612929821,-8.61656700303219,-10.36946964263916,-0.5128194475968929,"Mitch Haniger",14274,571745
"Adam Frazier","KCR",104,294,4,35,22,3,0.074829931,0.200680272,0.091603053,0.246231155,0.202290076,0.281786941,0.293893129,0.26130598209977557,0.2864990496553506,64.72357032326106,0.1763032004237175,-11.690604420712184,-3.088616907596588,-0.5199424346296968,"Adam Frazier",15223,624428
"Justyn-Henry Malloy","DET",71,230,8,18,21,1,0.1,0.369565217,0.163366336,0.297297297,0.202970297,0.291304347,0.366336633,0.29052726159925046,0.2665265845419538,88.09908914363834,-0.7654349282383919,-3.897376457327729,-8.797344207763672,-0.5237449976884363,"Justyn-Henry Malloy",29606,669234
"Robbie Grossman","- - -",87,245,3,21,16,3,0.13877551,0.236734693,0.081730769,0.275167785,0.211538461,0.322448979,0.29326923,0.283393846725931,0.29154549423529175,83.48255879137459,-0.17531809210777283,-4.805674932744186,-8.56743647903204,-0.5424595931042788,"Robbie Grossman",5254,543257
"Nick Senzel","- - -",74,267,7,25,18,1,0.104868913,0.228464419,0.13559322,0.232142857,0.194915254,0.283018867,0.330508474,0.2733363888480447,0.29822245511141693,72.85317859632364,-0.72845708578825,-9.177705695324939,-5.03045380115509,-0.5465148023785537,"Nick Senzel",19293,669222
"Chris Taylor","LAD",87,246,4,28,23,5,0.113821138,0.308943089,0.098591549,0.288888888,0.201877934,0.297959183,0.300469483,0.2719940883772714,0.2966818361866231,72.95977301147984,-1.138477273285389,-9.092864416366005,-4.729540944099426,-0.5782404126055396,"Chris Taylor",13757,621035
