Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Lawrence Butler","OAK",125,451,22,63,57,18,0.077605321,0.239467849,0.22815534,0.3006993,0.262135922,0.31707317,0.490291262,0.3445680385946963,0.33936654751444184,130.1370832211039,3.7919833287596703,19.343880162868476,-3.9791285395622253,3.130701687612735,"Lawrence Butler",22542,671732
"Wyatt Langford","TEX",134,557,16,74,74,19,0.091561938,0.206463195,0.162324649,0.296495956,0.25250501,0.324955116,0.414829659,0.32110500604667386,0.32794746080457404,111.29704584628975,4.3645113334059715,11.564398555874856,-0.2643098831176758,3.0737721553109094,"Wyatt Langford",33333,694671
"Wilyer Abreu","BOS",132,447,15,59,58,8,0.089485458,0.279642058,0.205513784,0.325757575,0.253132832,0.322147651,0.458646616,0.33560124473017067,0.3195491481471706,115.7816655992959,1.2417613118886948,9.313479064122243,5.599308490753174,3.070331048590286,"Wilyer Abreu",23772,677800
"Tyler Stephenson","CIN",138,515,19,69,66,1,0.093203883,0.227184466,0.185995623,0.306501547,0.258205689,0.337864077,0.444201312,0.33936225926434554,0.3218136131763458,113.01500435136597,-3.3928532004356384,4.622318515726009,7.78378963470459,3.0592938237870975,"Tyler Stephenson",17988,663886
"Christian Walker","ARI",130,552,26,72,84,2,0.099637681,0.240942028,0.217118998,0.286585365,0.25052192,0.335144927,0.467640918,0.3434478165241924,0.35155773162841797,119.58764615968676,-3.2036290392279625,9.72589721127775,1.3757238388061523,3.052310538791226,"Christian Walker",13419,572233
"Christian Yelich","MIL",73,315,11,44,42,21,0.126984126,0.184126984,0.188888889,0.366336633,0.314814814,0.405750798,0.503703703,0.39138049156435073,0.37278068567171063,153.55584910191052,4.690863162279129,24.864246791136363,-6.1624531745910645,3.0190050546321605,"Christian Yelich",11477,592885
"Luis García Jr.","WSN",140,528,18,58,70,22,0.051136363,0.162878787,0.162,0.309823677,0.282,0.318181818,0.444,0.3281335896412229,0.33131481352306547,110.26560092143444,0.5365732163190842,7.018133785923732,4.5627323389053345,3.0189467375919117,"Luis Garcia Jr.",20391,671277
"Tyler Fitzgerald","SFG",96,341,15,53,34,17,0.064516129,0.316715542,0.216560509,0.380208333,0.280254777,0.33431085,0.496815286,0.35674211146894436,0.2919606121592114,131.84984683581993,3.884443461894989,16.87186723431222,0.7019383907318115,2.99227308900604,"Tyler Fitzgerald",26208,666149
"Joc Pederson","ARI",132,449,23,62,64,7,0.122494432,0.233853006,0.239782017,0.322314049,0.275204359,0.392776523,0.514986376,0.3910353168878966,0.3783050748060376,151.61729584435759,-1.147715501487255,26.566518153686552,-12.638888359069824,2.988570477520602,"Joc Pederson",11899,592626
"Jake McCarthy","ARI",142,495,8,66,56,25,0.062626262,0.157575757,0.115384615,0.328690807,0.285067873,0.348979591,0.400452488,0.3292398854998723,0.3109167354623067,110.02473468136019,4.539771616458893,10.473659966803483,1.8295814990997314,2.9796206991299177,"Jake McCarthy",21622,664983
"Yainer Diaz","HOU",148,619,16,70,84,2,0.038772213,0.17285945,0.141880342,0.338297872,0.299145299,0.324717285,0.441025641,0.3288189165028939,0.3391824697519278,115.87666623872789,-1.56371608376503,9.681183238877532,-1.54288250207901,2.9594685266377945,"Yainer Diaz",23003,673237
"Carlos Santana","MIN",150,594,23,63,71,4,0.109427609,0.166666666,0.182341651,0.251870324,0.238003838,0.328282828,0.420345489,0.32645044845171184,0.32952081712625797,112.85098632720843,-0.9534133151173592,7.780894914005341,0.844996452331543,2.9242456786999664,"Carlos Santana",2396,467793
"Nathaniel Lowe","TEX",140,565,16,62,69,2,0.125663716,0.221238938,0.135802469,0.323782234,0.265432098,0.361061946,0.401234567,0.3372676782574214,0.32844296384112265,122.66619954801395,-0.8465505018830299,13.806659140507445,-4.222263336181641,2.923964923550242,"Nathaniel Lowe",19566,663993
"Willi Castro","MIN",158,635,12,89,60,14,0.08031496,0.236220472,0.137992832,0.315,0.247311827,0.331230283,0.385304659,0.3171236067540262,0.3203998758823057,106.29029540741563,-0.6003614813089371,3.969998139867191,3.267853558063507,2.9212434590142653,"Willi Castro",17338,650489
"Josh Smith","TEX",149,592,13,67,62,11,0.077702702,0.204391891,0.135755258,0.311224489,0.258126195,0.337288135,0.393881453,0.3227134973367325,0.30393437902065207,112.42849146778795,-0.5736059546470642,7.845107592901803,0.7673776745796204,2.916014719157591,"Josh Smith",26396,669701
"Jonathan India","CIN",151,637,15,84,58,13,0.125588697,0.196232339,0.144465291,0.2925,0.247654784,0.357480314,0.392120075,0.33337109332948217,0.3521094096571865,108.98253900584913,-0.05377727746963501,6.788486747927218,0.1282945885322988,2.913569264355192,"Jonathan India",21523,663697
"Mark Vientos","NYM",111,454,27,58,71,0,0.072687224,0.297356828,0.249394673,0.32421875,0.266343825,0.321585903,0.515738498,0.35599902613572615,0.3311476886404008,132.24036784261304,-1.9801564738154411,15.523030232608857,-2.8067299127578735,2.8807294413420155,"Mark Vientos",22184,668901
"Taylor Ward","LAA",156,663,25,73,75,6,0.095022624,0.245852187,0.179487179,0.29382716,0.246153846,0.322775263,0.425641025,0.32538151929820824,0.3444495532447838,111.67056100911094,-2.571352504193783,6.282063453853397,-0.8674530982971191,2.828792945943823,"Taylor Ward",17548,621493
"Brandon Nimmo","NYM",151,663,23,88,90,15,0.116138763,0.238310708,0.175131348,0.267175572,0.224168126,0.32730015,0.399299474,0.32051343887234024,0.3351428176417495,108.35613521399686,2.479599617421627,9.104514024823864,-4.3852715492248535,2.7763765132636475,"Brandon Nimmo",12927,607043
"Miguel Rojas","LAD",103,337,6,41,36,8,0.068249258,0.100890207,0.12703583,0.301115241,0.283387622,0.337313432,0.410423452,0.327027644328217,0.3102323109518268,110.00112850480102,-0.346841499209404,3.6834846547848823,11.847322225570679,2.7674669596993375,"Miguel Rojas",7802,500743
"Andrés Giménez","CLE",152,633,9,64,63,30,0.041074249,0.153238546,0.087478559,0.285714285,0.252144082,0.298412698,0.339622641,0.28149777878259435,0.2962514273881533,83.21128527282949,2.2156159207224846,-9.944193464056607,15.688987731933594,2.7601974694050764,"Andres Gimenez",19950,665926
"Alejandro Kirk","TOR",103,386,5,23,54,0,0.090673575,0.132124352,0.105882353,0.276450511,0.252941176,0.318652849,0.358823529,0.29695486263795334,0.3237001101175944,93.49173830063077,-3.4967794939875603,-6.371250416555061,20.228118896484375,2.7524626771581815,"Alejandro Kirk",22581,672386
"Jeremy Peña","HOU",157,650,15,78,70,20,0.038461538,0.17076923,0.127906977,0.300829875,0.26578073,0.307573415,0.393687707,0.3050573243998891,0.30951063209604995,99.16227710219016,2.172145076096058,1.5491001689817616,3.3890154361724854,2.7350799973773294,"Jeremy Pena",21636,665161
"Adley Rutschman","BAL",148,638,19,68,79,1,0.09090909,0.161442006,0.140105079,0.271929824,0.250437828,0.318181818,0.390542907,0.30890228964212374,0.3154513141301673,102.75314592908194,-2.9677981063723564,-0.957985723593497,6.191771328449249,2.724537675113767,"Adley Rutschman",26288,668939
"Jordan Westburg","BAL",107,447,18,57,63,6,0.049217002,0.217002237,0.216346154,0.304635761,0.264423076,0.311659192,0.48076923,0.3395621362288437,0.3531440084825182,124.31990814331,0.28458254039287567,12.72328446687411,-1.3186732530593872,2.708014561094056,"Jordan Westburg",27815,676059
"Jacob Young","WSN",150,521,3,75,36,33,0.057581573,0.195777351,0.074786325,0.320547945,0.256410256,0.31640625,0.331196581,0.2896075388416648,0.2864335428072712,84.33492792090736,4.273840069770813,-5.485746151515205,13.89448356628418,2.667169235998416,"Jacob Young",29931,696285
"Willson Contreras","STL",84,358,15,48,36,4,0.125698324,0.268156424,0.205980067,0.336842105,0.262458471,0.379888268,0.468438538,0.37018280752589194,0.3651599241106698,140.65558808979728,-1.68181611597538,15.722804403527796,-1.9282018840312958,2.660657466590925,"Willson Contreras",11609,575929
"Ha-Seong Kim","SDP",121,470,11,60,47,22,0.123404255,0.163829787,0.136476427,0.261006289,0.23325062,0.330472103,0.369727047,0.3083755688749867,0.31250398922589867,100.61590370479183,2.320134311914444,2.666290387675848,7.103702902793884,2.631680970303978,"Ha-Seong Kim",27506,673490
"Pete Crow-Armstrong","CHC",123,410,10,46,47,27,0.051219512,0.23902439,0.147849463,0.292134831,0.236559139,0.286069651,0.384408602,0.2894473162293434,0.2811016082763672,85.96601850130516,4.923736110329628,-1.956859606491487,13.543084025382996,2.61210933656586,"Pete Crow-Armstrong",27769,691718
"Will Smith","LAD",128,544,20,77,75,1,0.09375,0.193014705,0.18487395,0.272980501,0.247899159,0.327205882,0.432773109,0.3257519090928996,0.33081063227867014,109.14247124469465,-1.2009476649109274,4.746406303154666,2.3400936126708984,2.6100182292158864,"Will Smith",19197,669257
"Matt Olson","ATL",162,685,29,78,98,0,0.103649635,0.248175182,0.21,0.293103448,0.246666666,0.332846715,0.456666666,0.33945008884457983,0.3403465225851747,117.40058190255142,-3.614585906267166,10.63872071416123,-8.30626630783081,2.605828676195739,"Matt Olson",14344,621566
"Brice Turang","MIL",155,619,7,72,57,50,0.080775444,0.169628432,0.094812165,0.3,0.254025044,0.315960912,0.348837209,0.29423238577694916,0.2971338991258965,88.1685147784398,7.249273017048836,-1.5084498684378111,5.543793678283691,2.553836580333091,"Brice Turang",22186,668930
"Tyler O'Neill","BOS",113,473,31,74,61,4,0.112050739,0.336152219,0.270072993,0.304932735,0.240875912,0.336152219,0.510948905,0.35966480504243803,0.33945008628388756,132.7084653409226,-0.7647406384348869,16.937446024663867,-7.895818471908569,2.55297427869774,"Tyler O'Neill",15711,641933
"Jose Iglesias","NYM",85,291,4,39,26,6,0.041237113,0.134020618,0.111111111,0.381578947,0.337037037,0.381443298,0.448148148,0.3617972910404205,0.31355509264715786,136.14299757220334,-0.1908818483352661,12.386158145390178,2.4597091674804688,2.537914596098296,"Jose Iglesias",10231,578428
"Gabriel Moreno","ARI",97,351,5,39,45,3,0.116809116,0.148148148,0.114754098,0.302788844,0.26557377,0.353276353,0.380327868,0.324803192785808,0.32372347331661894,107.03853636659439,0.06988925486803055,3.02416316887526,9.741945028305054,2.530269657628637,"Gabriel Moreno",22664,672515
"Otto Lopez","MIA",117,434,6,49,39,20,0.057603686,0.172811059,0.106699751,0.317901234,0.270471464,0.313225058,0.377171215,0.30242097917123073,0.31252545491725275,91.62366958166143,2.3674709275364876,-1.9796809586288386,11.639983892440796,2.4960636826584985,"Otto Lopez",19608,672640
"Dylan Moore","SEA",135,441,10,53,42,32,0.120181405,0.278911564,0.16576087,0.266666666,0.201086956,0.320454545,0.366847826,0.3058058915485825,0.29775683956059146,105.76281017956457,4.095465950667858,7.00335954983762,1.6875404864549637,2.4072094076543116,"Dylan Moore",18042,664238
"Austin Riley","ATL",110,469,19,63,56,0,0.078891257,0.251599147,0.204705882,0.310344827,0.256470588,0.32196162,0.46117647,0.33795924811983413,0.3612544123059422,116.3971439034069,-1.2085089981555939,7.987562415633349,-0.47328126430511475,2.395263677619738,"Austin Riley",18360,663586
"Kerry Carpenter","DET",87,296,18,37,57,0,0.074324324,0.253378378,0.303030303,0.327586206,0.284090909,0.344709897,0.587121212,0.3904375917699239,0.37760440759491504,158.37805572102616,-1.7157500609755516,18.056083465721844,-4.786749243736267,2.3836951088947296,"Kerry Carpenter",25961,681481
"Matt Vierling","DET",144,567,16,80,57,6,0.072310405,0.21340388,0.166023166,0.303108808,0.256756756,0.312169312,0.422779922,0.3174157493316664,0.30817350435427865,107.01300052232018,2.773012660443783,7.322815081970244,-3.45133113861084,2.3407947653078893,"Matt Vierling",21558,663837
"Heliot Ramos","SFG",121,518,22,54,72,6,0.071428571,0.26061776,0.2,0.329192546,0.269473684,0.322393822,0.469473684,0.3387795454540918,0.33875972032546997,119.75980864309486,-0.6154462620615959,11.624338439834188,-6.525151968002319,2.3150089356043866,"Heliot Ramos",22515,671218
"Max Muncy","LAD",73,293,15,47,48,1,0.153583617,0.262798634,0.261603376,0.264900662,0.23206751,0.358361774,0.493670886,0.3617018884625928,0.34947057263604525,133.33927159314624,-0.5066152364015579,11.174518918646019,1.3183513581752777,2.301807333192644,"Max Muncy",13301,571970
"Luke Raley","SEA",137,455,22,58,58,11,0.059340659,0.296703296,0.22029703,0.305220883,0.242574257,0.3200883,0.462871287,0.3390953546065105,0.3155994965073275,129.17929832078818,0.3883938044309616,15.579585643195621,-8.701231479644775,2.267938641774661,"Luke Raley",19354,670042
"Brandon Marsh","PHI",135,476,16,55,60,19,0.105042016,0.323529411,0.16985646,0.347826086,0.248803827,0.328421052,0.418660287,0.3257733355070415,0.32391145405016447,107.07699876956016,2.9086529463529587,6.936911678502963,-0.8964729309082031,2.2672158308529853,"Brandon Marsh",20202,669016
"Josh Naylor","CLE",152,633,31,84,108,6,0.091627172,0.165876777,0.213143873,0.245939675,0.243339253,0.319620253,0.456483126,0.33160023488998414,0.3342646909563729,118.45437607436351,-2.548099420964718,10.818123010352243,-9.86380934715271,2.2654475089225397,"Josh Naylor",18839,647304
"Brandon Lowe","TBR",107,425,21,56,58,5,0.077647058,0.263529411,0.228571428,0.287401574,0.244155844,0.310588235,0.472727272,0.334698090739284,0.34340904001366723,123.27430266211141,0.718845970928669,12.0368857257581,-4.432481229305267,2.240227350373355,"Brandon Lowe",18882,664040
"Xavier Edwards","MIA",70,303,1,39,26,31,0.108910891,0.171617161,0.094339623,0.398148148,0.328301886,0.397350993,0.422641509,0.3586137106648315,0.2959039815266927,129.44522967220914,6.178837798535824,16.847718503180708,-5.4253904819488525,2.2257688031227367,"Xavier Edwards",22266,669364
"Michael Busch","CHC",152,567,21,73,65,2,0.111111111,0.285714285,0.191532259,0.321766561,0.24798387,0.335097001,0.439516129,0.3364596908168321,0.31856440991426993,117.60856911592568,-1.6106901913881302,10.328322383293635,-8.014784336090088,2.196484244101778,"Michael Busch",26319,683737
"Bryan Reynolds","PIT",156,692,24,73,88,10,0.082369942,0.225433526,0.172025723,0.330337078,0.274919614,0.343930635,0.446945337,0.3427446141990418,0.3502605499312,118.23192994662918,0.9787648841738701,16.06566525149137,-18.195941925048828,2.1690951929669087,"Bryan Reynolds",19326,668804
"Parker Meadows","DET",82,298,9,39,28,9,0.083892617,0.255033557,0.188888889,0.306451612,0.244444444,0.309764309,0.433333333,0.32112619310918483,0.29193199131496994,109.62300244886809,2.965565226972103,6.246763450636611,4.779688000679016,2.1589016766996827,"Parker Meadows",23800,678009
"Jake Rogers","DET",102,337,10,43,36,1,0.065281899,0.293768545,0.15483871,0.251231527,0.196774193,0.255192878,0.351612903,0.2641894125512668,0.2997864783710584,69.57250826054512,-0.6460511088371277,-12.37885094102212,22.04239583015442,2.1516487390721886,"Jake Rogers",19452,668670
"Logan O'Hoppe","LAA",136,522,20,64,56,2,0.06321839,0.296934865,0.164926931,0.318032786,0.244258872,0.303262955,0.409185803,0.31106662246865185,0.3312266423152043,101.60117024516721,-4.74215093255043,-3.785808069212233,7.252860184758902,2.1449817823344293,"Logan O'Hoppe",24729,681351
"Cedric Mullins","BAL",147,499,18,69,54,32,0.082164328,0.196392785,0.171171171,0.26060606,0.234234234,0.304878048,0.405405405,0.3102922748501708,0.29118765854254003,103.7308899102351,3.244400702416897,5.374591907211978,-1.2991836071014404,2.1290777348219354,"Cedric Mullins",17929,656775
"Lourdes Gurriel Jr.","ARI",133,553,18,72,75,7,0.052441229,0.182640144,0.155945419,0.313283208,0.278752436,0.32188065,0.434697855,0.32670330580161966,0.31889459361200745,108.31744267166582,-0.6943700537085533,4.805801452228541,-2.6786558628082275,2.128899553329428,"Lourdes Gurriel Jr.",19238,666971
"Ernie Clement","TOR",139,452,12,48,51,12,0.024336283,0.090707964,0.14516129,0.266318537,0.262672811,0.284444444,0.407834101,0.2974025495599267,0.2855309929166521,93.80665042405936,0.6520297601819038,-2.5510638870835507,8.166956186294556,2.127284834600292,"Ernie Clement",20352,676391
"Iván Herrera","STL",72,259,5,37,27,5,0.096525096,0.204633204,0.126637555,0.369942196,0.301310043,0.372093023,0.427947598,0.35088068015815677,0.3661348513592078,127.66393328480997,1.9234706163406372,10.49138221734715,1.4189117699861526,2.1242563887536448,"Ivan Herrera",20599,671056
"Cody Bellinger","CHC",130,569,18,72,78,9,0.079086115,0.156414762,0.160852714,0.287439613,0.265503875,0.32513181,0.426356589,0.32181783715176837,0.301307026601771,107.75359795665254,1.3971683979034424,6.6728287616541015,-5.552166521549225,2.080191667768048,"Cody Bellinger",15998,641355
"Jake Cronenworth","SDP",155,656,17,72,83,5,0.092987804,0.179878048,0.149046793,0.274157303,0.240901213,0.323619631,0.389948006,0.31488512410708,0.33491233978506596,104.99728058093454,0.09146419167518616,4.011579647335907,-5.940893054008484,2.0655615062489474,"Jake Cronenworth",18036,630105
"Pete Alonso","NYM",162,695,34,91,88,3,0.100719424,0.247482014,0.21875,0.275862068,0.240131578,0.329496402,0.458881578,0.3398528206020637,0.34338917060929564,121.37286475824538,-4.215423002839088,13.547270686915041,-16.84054470062256,2.059340861214629,"Pete Alonso",19251,624413
"Isiah Kiner-Falefa","- - -",133,496,8,53,43,11,0.032258064,0.157258064,0.107526882,0.307086614,0.268817204,0.306288032,0.376344086,0.29883789133590327,0.28311611727153213,92.83747432101116,2.226780168712139,-2.2729899539032044,5.646820902824402,2.0526417726174326,"Isiah Kiner-Falefa",16512,643396
"Matt Wallner","MIN",75,261,13,26,37,3,0.091954022,0.363984674,0.263636363,0.38938053,0.259090909,0.371647509,0.522727272,0.38523802583701766,0.35763301337815795,154.2033688002696,-0.10326910018920898,16.08395554924599,-4.88873016834259,2.0496737152967017,"Matt Wallner",26466,670242
"Geraldo Perdomo","ARI",98,388,3,61,37,9,0.092783505,0.149484536,0.100890208,0.316725978,0.272997032,0.34383202,0.37388724,0.3171501502277344,0.2818552652994792,101.88751413841415,2.8009687289595604,3.6767249344830097,2.9762206077575684,2.026657279032994,"Geraldo Perdomo",22799,672695
"Xander Bogaerts","SDP",111,463,11,50,44,13,0.060475161,0.170626349,0.11682243,0.296511627,0.264018691,0.306695464,0.380841121,0.2997738561928916,0.3061038201387947,94.82636145546134,2.6314388290047646,-0.2329921296845452,4.300825119018555,2.0186075502003353,"Xander Bogaerts",12161,593428
"Michael Harris II","ATL",110,470,16,58,48,10,0.04893617,0.2,0.154545455,0.3003003,0.263636363,0.304255319,0.418181818,0.3120455870242007,0.3438308162729877,98.95547370436697,-1.3583878055214882,-1.9454424387585707,5.534992337226868,1.9933788089359434,"Michael Harris II",25931,671739
"Randy Arozarena","- - -",154,648,20,77,60,20,0.11265432,0.260802469,0.169398908,0.274725274,0.218579234,0.331790123,0.387978142,0.3203924835464101,0.321052232886761,114.24854061392074,-1.1503080874681473,9.414241790940022,-11.701110601425171,1.9820536025373279,"Randy Arozarena",19290,668227
"J.T. Realmuto","PHI",99,413,14,50,47,2,0.065375302,0.246973365,0.163157895,0.328301886,0.265789473,0.322033898,0.428947368,0.32606597331542414,0.33913958101667047,107.27396407379653,-0.4801349714398384,3.1122468311136275,2.0580079555511475,1.9598399529035047,"J.T. Realmuto",11739,592663
"Shea Langeliers","OAK",137,534,29,58,80,4,0.076779026,0.27153558,0.226141078,0.251592356,0.22406639,0.288389513,0.450207468,0.31521909476671006,0.32773885511814205,109.4924367781867,-2.7900562956929207,3.0098980859901276,-1.7468717098236084,1.9584334565593062,"Shea Langeliers",25816,669127
"Jake Meyers","HOU",148,513,13,51,61,11,0.06822612,0.228070175,0.14099783,0.262686567,0.219088937,0.286274509,0.360086767,0.28458094643611537,0.3041112404169999,84.75877468073166,2.204454630613327,-6.7418329801419095,8.596922159194946,1.9476930736698408,"Jake Meyers",20308,676694
"Freddy Fermin","KCR",111,368,6,40,36,2,0.0625,0.179347826,0.09439528,0.318518518,0.27138643,0.318801089,0.36578171,0.30039438133031293,0.2788966139701948,92.21914859223246,-0.45498569309711456,-3.7312621999675066,10.231613636016846,1.9310806263871547,"Freddy Fermin",21840,666023
"Yandy Díaz","TBR",145,621,14,55,65,0,0.080515297,0.152979066,0.13321492,0.31441048,0.280639431,0.341384863,0.413854351,0.3305333292234731,0.33599080699933,120.34472436052373,-3.63025863468647,10.825770597652049,-12.782237768173218,1.9237502245501916,"Yandy Diaz",16578,650490
"José Caballero","TBR",139,483,9,53,44,44,0.055900621,0.275362318,0.120181406,0.301324503,0.226757369,0.283333333,0.346938775,0.27710887074221646,0.26373822034280003,82.76486924839071,2.9271791353821754,-6.597872103526102,9.155565738677979,1.9175603453441248,"Jose Caballero",23401,676609
"Ryan McMahon","COL",153,645,20,68,65,4,0.106976744,0.286821705,0.155202822,0.319672131,0.241622574,0.32503888,0.396825396,0.31540381861777744,0.3236555488188685,88.2810928471532,-2.6541661247611046,-11.692910669718461,8.604419708251953,1.907867172335438,"Ryan McMahon",15112,641857
"Josh Rojas","SEA",143,476,8,48,31,10,0.096638655,0.226890756,0.111374407,0.282467532,0.225118483,0.304439746,0.33649289,0.2855414129414801,0.29220285618558844,91.50836209292643,-1.6352214366197586,-6.260139331195907,8.813703656196594,1.8931714512520788,"Josh Rojas",19734,668942
"Victor Caratini","HOU",87,274,8,30,30,0,0.083941605,0.193430656,0.13877551,0.310160427,0.269387755,0.335766423,0.408163265,0.32435033915243744,0.3206151793984806,112.73337767462517,-3.406767413020134,0.5853176877298494,8.62236475944519,1.888906446228941,"Victor Caratini",14968,605170
"Francisco Alvarez","NYM",100,342,11,39,47,1,0.087719298,0.251461988,0.165584415,0.291079812,0.237012987,0.307017543,0.402597402,0.3098268491482874,0.2879564173081342,101.16332780513616,-2.1254164576530457,-1.6496547340256622,8.404433250427246,1.8783609972346826,"Francisco Alvarez",26121,682626
"Edmundo Sosa","PHI",90,274,7,39,31,7,0.047445255,0.240875912,0.164658634,0.320224719,0.257028112,0.3125,0.421686746,0.3184949926593724,0.3026788056786381,102.17817513070442,1.8242465555667877,2.537928389537396,6.389861106872559,1.8680170617192682,"Edmundo Sosa",17022,624641
"Garrett Mitchell","MIL",69,224,8,33,21,11,0.111607142,0.316964285,0.214285715,0.358974358,0.25510204,0.342342342,0.469387755,0.3512370078950315,0.3116582119626697,126.53653291123945,2.219802938401699,9.327902183254501,1.24285888671875,1.8650762180405946,"Garrett Mitchell",27555,669003
"CJ Abrams","WSN",138,602,20,79,65,31,0.066445182,0.212624584,0.186691312,0.28463476,0.245841035,0.314475873,0.432532347,0.32224908431238153,0.3194377822363937,106.30492547494421,1.608085997402668,6.146851373139336,-8.262802600860596,1.859852900857557,"CJ Abrams",25768,682928
"Spencer Horwitz","TOR",97,381,12,46,40,0,0.11023622,0.183727034,0.167682927,0.3,0.265243902,0.35695538,0.432926829,0.34409546867838636,0.3375952124281106,126.65140327915627,-3.687039978802204,7.9314761167508525,-2.5763803720474243,1.8573028713729052,"Spencer Horwitz",26477,687462
"Travis d'Arnaud","ATL",99,341,15,40,48,1,0.070381231,0.260997067,0.198697068,0.280193236,0.237785016,0.302052785,0.436482084,0.31879015821865225,0.32146263122558594,103.49503243261593,-1.2240252941846848,0.20114536785052417,6.291502416133881,1.8478362659841587,"Travis d'Arnaud",7739,518595
"Jose Siri","TBR",130,448,18,50,47,14,0.069196428,0.379464285,0.179104477,0.261467889,0.186567164,0.254504504,0.365671641,0.2707812407532254,0.2958990230517247,78.31388509339176,1.5318094044923782,-9.584621578328507,12.416031241416931,1.8260169736866836,"Jose Siri",17452,642350
"Gleyber Torres","NYY",154,665,15,80,63,4,0.09774436,0.204511278,0.120954003,0.306306306,0.257240204,0.330316742,0.378194207,0.31267272580982514,0.306538707369575,105.0829412563799,-4.586038514971733,-0.718431464465592,-3.6850688457489014,1.8216471756372457,"Gleyber Torres",16997,650402
"Bryson Stott","PHI",148,571,11,65,57,32,0.092819614,0.162872154,0.110671937,0.274939172,0.245059288,0.315236427,0.355731225,0.2959171467705777,0.3070519618412106,86.98173722315366,4.602767609059811,-4.286181632528955,2.4069921672344208,1.7772787232390521,"Bryson Stott",26294,681082
"Paul DeJong","- - -",139,482,24,54,56,2,0.047717842,0.323651452,0.2,0.285185185,0.226966292,0.275933609,0.426966292,0.3023871950094136,0.2908666856061374,95.74027976134981,-2.3945797085762024,-4.743853982642757,5.969381004571915,1.7765539980536504,"Paul DeJong",18015,657557
"Carson Kelly","- - -",91,313,9,32,37,0,0.079872204,0.175718849,0.135231317,0.266055045,0.238434163,0.313099041,0.37366548,0.30414682855240455,0.3154579665499868,98.27293025446896,-2.9983062222599983,-3.6168348729725945,10.371513545513153,1.7690707434701716,"Carson Kelly",13620,608348
"David Fry","CLE",122,392,14,44,51,4,0.107142857,0.214285714,0.185074627,0.307053941,0.262686567,0.356410256,0.447761194,0.34722092886662853,0.3255355123411188,129.4422912181214,-1.3468357473611832,11.858920550983349,-8.082628011703491,1.7319029053465833,"David Fry",24934,681807
"Colt Keith","DET",148,556,13,54,61,7,0.064748201,0.197841726,0.120155039,0.306329113,0.259689922,0.309352517,0.379844961,0.3007700167838417,0.3128591941220917,95.30405231459929,0.3396484851837158,-2.647822176599391,0.9054285287857056,1.723350989016357,"Colt Keith",27899,690993
"Lars Nootbaar","STL",109,405,12,39,45,7,0.128395061,0.195061728,0.172413793,0.28076923,0.244252873,0.341584158,0.416666666,0.3307730666737058,0.35487745294523476,114.13013111030143,0.9934368506073952,7.836688317596424,-4.781600475311279,1.713770598378498,"Lars Nootbaar",21454,663457
"Mike Yastrzemski","SFG",140,474,18,60,57,3,0.080168776,0.261603375,0.205607476,0.282229965,0.231308411,0.302325581,0.436915887,0.31878834445092635,0.30139150416597404,106.30436004811878,1.8455855324864388,5.418977313931318,-4.7172839641571045,1.7089373986191383,"Mike Yastrzemski",14854,573262
"Jose Trevino","NYY",74,234,8,26,28,1,0.085470085,0.175213675,0.138755981,0.228395061,0.215311004,0.287553648,0.354066985,0.28372043192130814,0.2666738452829516,84.7173064811377,-0.8927665948867798,-4.984632270245004,13.350470542907715,1.6650345294198505,"Jose Trevino",16725,624431
"David Hamilton","BOS",98,317,8,47,28,33,0.06940063,0.25236593,0.146258504,0.31553398,0.248299319,0.302839116,0.394557823,0.3048386513622777,0.2812241996500394,94.14262920093036,6.149016261100769,4.024463174432293,1.3537256717681885,1.640602815585834,"David Hamilton",27531,666152
"J.P. Crawford","SEA",105,451,9,55,37,5,0.115299334,0.226164079,0.119897959,0.24822695,0.201530612,0.303769401,0.321428571,0.2831537932355758,0.30908233710546007,89.82886163262253,1.39090096950531,-3.857798561713164,4.713697947561741,1.632260369612144,"J.P. Crawford",15491,641487
"Jesús Sánchez","MIA",149,537,18,60,64,16,0.076350093,0.260707635,0.165644172,0.315315315,0.251533742,0.313432835,0.417177914,0.31695893931478153,0.3427497749041794,101.40871327945555,0.6551544815301895,1.5597578042845401,-3.9787464141845703,1.604145705201739,"Jesus Sanchez",19913,660821
"Randal Grichuk","ARI",106,279,12,40,46,0,0.071684587,0.164874551,0.236220473,0.313131313,0.291338582,0.34767025,0.527559055,0.373031150269252,0.36419708251953126,139.4992575937193,0.6229610964655876,13.801110307865967,-7.683218836784363,1.5950794950490965,"Randal Grichuk",10243,545341
"Bo Naylor","CLE",123,389,13,39,39,6,0.074550128,0.313624678,0.149717514,0.262443438,0.200564971,0.263565891,0.350282485,0.2685594781075117,0.25968324735567166,74.11022035632865,-0.954587310552597,-12.478064931280645,15.013127118349075,1.5934418405405397,"Bo Naylor",21865,666310
"Ryan O'Hearn","BAL",142,494,15,60,59,3,0.093117408,0.139676113,0.162528216,0.281767955,0.264108352,0.334008097,0.426636568,0.3300667288826733,0.35095752475217984,117.64064470398175,-0.3270054906606674,9.644184912538636,-10.765114963054657,1.5752956875774948,"Ryan O'Hearn",16442,656811
